enrollment_id,instruction_id,enrollment_start_time,enrollment_end_time,enrollment_status,last_modified_date,etl_date
1349,1349,2024-06-29,2024-07-21,closed,2024-07-28,2024-08-04
1350,1350,2024-06-18,2024-07-09,closed,2024-07-16,2024-07-23
1351,1351,2024-06-29,2024-07-24,closed,2024-07-31,2024-08-07
1352,1352,2024-06-18,2024-07-16,closed,2024-07-23,2024-07-30
1353,1353,2024-06-22,2024-07-18,closed,2024-07-25,2024-08-01
1354,1354,2024-06-27,2024-07-18,closed,2024-07-25,2024-08-01
1355,1355,2024-06-19,2024-07-12,closed,2024-07-19,2024-07-26
1356,1356,2024-06-19,2024-07-13,closed,2024-07-20,2024-07-27
1357,1357,2024-06-22,2024-07-17,closed,2024-07-24,2024-07-31
1358,1358,2024-06-25,2024-07-16,closed,2024-07-23,2024-07-30
1359,1359,2024-06-28,2024-07-26,closed,2024-08-02,2024-08-09
1360,1360,2024-06-19,2024-07-11,closed,2024-07-18,2024-07-25
1361,1361,2024-06-26,2024-07-21,closed,2024-07-28,2024-08-04
1362,1362,2024-06-13,2024-07-05,closed,2024-07-12,2024-07-19
1363,1363,2024-06-14,2024-07-05,closed,2024-07-12,2024-07-19
1364,1364,2024-06-20,2024-07-18,closed,2024-07-25,2024-08-01
1365,1365,2024-07-02,2024-07-26,closed,2024-08-02,2024-08-09
1366,1366,2024-06-23,2024-07-16,closed,2024-07-23,2024-07-30
1367,1367,2024-06-23,2024-07-21,closed,2024-07-28,2024-08-04
1368,1368,2024-06-19,2024-07-16,closed,2024-07-23,2024-07-30
1369,1369,2024-06-21,2024-07-17,closed,2024-07-24,2024-07-31
1370,1370,2024-06-28,2024-07-19,closed,2024-07-26,2024-08-02
1371,1371,2024-06-30,2024-07-28,closed,2024-08-04,2024-08-11
1372,1372,2024-06-17,2024-07-13,closed,2024-07-20,2024-07-27
1373,1373,2024-06-17,2024-07-09,closed,2024-07-16,2024-07-23
1374,1374,2024-06-27,2024-07-24,closed,2024-07-31,2024-08-07
1375,1375,2024-06-16,2024-07-10,closed,2024-07-17,2024-07-24
1376,1376,2024-06-22,2024-07-13,closed,2024-07-20,2024-07-27
1377,1377,2024-06-20,2024-07-17,closed,2024-07-24,2024-07-31
1378,1378,2024-06-22,2024-07-14,closed,2024-07-21,2024-07-28
1379,1379,2024-06-28,2024-07-19,closed,2024-07-26,2024-08-02
1380,1380,2024-06-23,2024-07-15,closed,2024-07-22,2024-07-29
1381,1381,2024-06-15,2024-07-11,closed,2024-07-18,2024-07-25
1382,1382,2024-06-21,2024-07-17,closed,2024-07-24,2024-07-31
1383,1383,2024-06-26,2024-07-18,closed,2024-07-25,2024-08-01
1384,1384,2024-06-25,2024-07-20,closed,2024-07-27,2024-08-03
1385,1385,2024-06-19,2024-07-16,closed,2024-07-23,2024-07-30
1386,1386,2024-06-15,2024-07-07,closed,2024-07-14,2024-07-21
1387,1387,2024-06-20,2024-07-13,closed,2024-07-20,2024-07-27
1388,1388,2024-06-19,2024-07-14,closed,2024-07-21,2024-07-28
1389,1389,2024-07-02,2024-07-28,closed,2024-08-04,2024-08-11
1390,1390,2024-06-29,2024-07-26,closed,2024-08-02,2024-08-09
1391,1391,2024-06-23,2024-07-16,closed,2024-07-23,2024-07-30
1392,1392,2024-06-18,2024-07-14,closed,2024-07-21,2024-07-28
1393,1393,2024-06-17,2024-07-12,closed,2024-07-19,2024-07-26
1394,1394,2024-06-16,2024-07-09,closed,2024-07-16,2024-07-23
1395,1395,2024-06-24,2024-07-18,closed,2024-07-25,2024-08-01
1396,1396,2024-06-16,2024-07-08,closed,2024-07-15,2024-07-22
1397,1397,2024-06-30,2024-07-21,closed,2024-07-28,2024-08-04
1398,1398,2024-06-21,2024-07-19,closed,2024-07-26,2024-08-02
1399,1399,2024-06-19,2024-07-14,closed,2024-07-21,2024-07-28
1400,1400,2024-06-18,2024-07-16,closed,2024-07-23,2024-07-30
1401,1401,2024-06-30,2024-07-28,closed,2024-08-04,2024-08-11
1402,1402,2024-06-21,2024-07-16,closed,2024-07-23,2024-07-30
1403,1403,2024-06-25,2024-07-19,closed,2024-07-26,2024-08-02
1404,1404,2024-06-17,2024-07-09,closed,2024-07-16,2024-07-23
1405,1405,2024-06-25,2024-07-21,closed,2024-07-28,2024-08-04
1406,1406,2024-07-04,2024-07-25,closed,2024-08-01,2024-08-08
1407,1407,2024-06-30,2024-07-23,closed,2024-07-30,2024-08-06
1408,1408,2024-06-18,2024-07-13,closed,2024-07-20,2024-07-27
1409,1409,2024-06-28,2024-07-23,closed,2024-07-30,2024-08-06
1410,1410,2024-06-21,2024-07-12,closed,2024-07-19,2024-07-26
1411,1411,2024-06-21,2024-07-16,closed,2024-07-23,2024-07-30
1412,1412,2024-06-14,2024-07-11,closed,2024-07-18,2024-07-25
