enrollment_id,instruction_id,enrollment_start_time,enrollment_end_time,enrollment_status,last_modified_date,etl_date
398,398,2022-06-26,2022-07-24,closed,2022-07-31,2022-08-07
399,399,2022-06-23,2022-07-20,closed,2022-07-27,2022-08-03
400,400,2022-06-15,2022-07-06,closed,2022-07-13,2022-07-20
401,401,2022-06-23,2022-07-20,closed,2022-07-27,2022-08-03
402,402,2022-06-21,2022-07-13,closed,2022-07-20,2022-07-27
403,403,2022-06-23,2022-07-17,closed,2022-07-24,2022-07-31
404,404,2022-07-01,2022-07-22,closed,2022-07-29,2022-08-05
405,405,2022-06-26,2022-07-22,closed,2022-07-29,2022-08-05
406,406,2022-06-25,2022-07-19,closed,2022-07-26,2022-08-02
407,407,2022-06-19,2022-07-16,closed,2022-07-23,2022-07-30
408,408,2022-06-22,2022-07-20,closed,2022-07-27,2022-08-03
409,409,2022-06-22,2022-07-20,closed,2022-07-27,2022-08-03
410,410,2022-06-20,2022-07-16,closed,2022-07-23,2022-07-30
411,411,2022-06-20,2022-07-13,closed,2022-07-20,2022-07-27
412,412,2022-06-27,2022-07-21,closed,2022-07-28,2022-08-04
413,413,2022-07-01,2022-07-26,closed,2022-08-02,2022-08-09
414,414,2022-06-23,2022-07-18,closed,2022-07-25,2022-08-01
415,415,2022-06-27,2022-07-22,closed,2022-07-29,2022-08-05
416,416,2022-06-17,2022-07-15,closed,2022-07-22,2022-07-29
417,417,2022-06-27,2022-07-22,closed,2022-07-29,2022-08-05
418,418,2022-06-18,2022-07-15,closed,2022-07-22,2022-07-29
419,419,2022-06-19,2022-07-11,closed,2022-07-18,2022-07-25
420,420,2022-06-24,2022-07-17,closed,2022-07-24,2022-07-31
421,421,2022-06-20,2022-07-12,closed,2022-07-19,2022-07-26
422,422,2022-06-16,2022-07-12,closed,2022-07-19,2022-07-26
423,423,2022-06-25,2022-07-18,closed,2022-07-25,2022-08-01
424,424,2022-06-21,2022-07-19,closed,2022-07-26,2022-08-02
425,425,2022-06-29,2022-07-25,closed,2022-08-01,2022-08-08
426,426,2022-06-17,2022-07-10,closed,2022-07-17,2022-07-24
427,427,2022-06-28,2022-07-20,closed,2022-07-27,2022-08-03
428,428,2022-06-17,2022-07-13,closed,2022-07-20,2022-07-27
429,429,2022-06-21,2022-07-16,closed,2022-07-23,2022-07-30
430,430,2022-06-25,2022-07-18,closed,2022-07-25,2022-08-01
431,431,2022-06-20,2022-07-16,closed,2022-07-23,2022-07-30
432,432,2022-07-03,2022-07-31,closed,2022-08-07,2022-08-14
433,433,2022-06-28,2022-07-22,closed,2022-07-29,2022-08-05
434,434,2022-06-19,2022-07-16,closed,2022-07-23,2022-07-30
435,435,2022-06-26,2022-07-18,closed,2022-07-25,2022-08-01
436,436,2022-06-21,2022-07-19,closed,2022-07-26,2022-08-02
437,437,2022-06-19,2022-07-11,closed,2022-07-18,2022-07-25
438,438,2022-06-17,2022-07-13,closed,2022-07-20,2022-07-27
439,439,2022-06-28,2022-07-24,closed,2022-07-31,2022-08-07
440,440,2022-06-27,2022-07-18,closed,2022-07-25,2022-08-01
441,441,2022-06-27,2022-07-18,closed,2022-07-25,2022-08-01
442,442,2022-06-23,2022-07-15,closed,2022-07-22,2022-07-29
443,443,2022-06-16,2022-07-12,closed,2022-07-19,2022-07-26
444,444,2022-07-02,2022-07-25,closed,2022-08-01,2022-08-08
445,445,2022-06-14,2022-07-12,closed,2022-07-19,2022-07-26
446,446,2022-06-20,2022-07-16,closed,2022-07-23,2022-07-30
447,447,2022-06-28,2022-07-25,closed,2022-08-01,2022-08-08
448,448,2022-06-24,2022-07-15,closed,2022-07-22,2022-07-29
449,449,2022-06-24,2022-07-17,closed,2022-07-24,2022-07-31
450,450,2022-06-20,2022-07-17,closed,2022-07-24,2022-07-31
451,451,2022-06-19,2022-07-15,closed,2022-07-22,2022-07-29
452,452,2022-06-23,2022-07-14,closed,2022-07-21,2022-07-28
453,453,2022-06-27,2022-07-25,closed,2022-08-01,2022-08-08
454,454,2022-06-19,2022-07-15,closed,2022-07-22,2022-07-29
455,455,2022-06-17,2022-07-09,closed,2022-07-16,2022-07-23
456,456,2022-06-17,2022-07-09,closed,2022-07-16,2022-07-23
457,457,2022-06-24,2022-07-19,closed,2022-07-26,2022-08-02
458,458,2022-06-20,2022-07-17,closed,2022-07-24,2022-07-31
459,459,2022-06-25,2022-07-18,closed,2022-07-25,2022-08-01
460,460,2022-06-19,2022-07-14,closed,2022-07-21,2022-07-28
461,461,2022-06-19,2022-07-10,closed,2022-07-17,2022-07-24
462,462,2022-06-28,2022-07-21,closed,2022-07-28,2022-08-04
463,463,2022-06-26,2022-07-24,closed,2022-07-31,2022-08-07
464,464,2022-06-17,2022-07-11,closed,2022-07-18,2022-07-25
465,465,2022-06-26,2022-07-24,closed,2022-07-31,2022-08-07
466,466,2022-11-22,2022-12-19,closed,2022-12-26,2023-01-02
467,467,2022-11-18,2022-12-13,closed,2022-12-20,2022-12-27
468,468,2022-11-29,2022-12-27,closed,2023-01-03,2023-01-10
469,469,2022-11-17,2022-12-09,closed,2022-12-16,2022-12-23
470,470,2022-11-18,2022-12-12,closed,2022-12-19,2022-12-26
471,471,2022-11-26,2022-12-24,closed,2022-12-31,2023-01-07
472,472,2022-11-17,2022-12-11,closed,2022-12-18,2022-12-25
473,473,2022-11-23,2022-12-14,closed,2022-12-21,2022-12-28
